f1,f2,f3,f4,f5,f6,f7,f8,f9,class
0.04315765138,0.08984901454,0.06953818442,0.4454896376,0.1511483989,0.003535828971,0.6560253848,0.09704201468,0.2324467439,1
0.01629811328,0.03023990796,0.08550160269,0.2872078518,0.1105177272,0.003374950494,0.6095847458,0.08082121255,0.2091875543,1
0.03902541475,0.177038454,0.0489912104,0.1370716968,0.1522465252,0.003458887091,0.6406522177,0.02404840509,0.2557059335,1
0.04132110176,0.09874589612,0.04424960102,1,0.09734021207,0.003665231223,0.6598686766,0.0862281466,0.2091875543,1
0.08402088028,0.1441199922,0.1088935423,0.2412497605,0.285119803,0.004231803248,0.7713241385,0.7215428967,0.2091875543,1
0.008492777422,0.01956365007,0.03855966975,0.2267743982,0.1204008636,0.003497358031,0.6214357587,0.04297267425,0.278965123,1
0.03604102162,0.07561400401,0.04709456665,0.8854033819,0.1533446515,0.003151119571,0.6771634897,0.1051524157,0.2091875543,1
0.00688579651,0.01956365007,0.03318584578,0.3112140115,0.3883436717,0.003651241791,0.6733201979,0.05649000936,0.4185202605,1
0.0055083843,0.01244614481,0.04756889407,0.05789517158,0.2280172373,0.003794633476,0.6810067815,0.03215880616,0.278965123,1
0.007804071317,0.01778427375,0.03113131773,0.1182091811,0.1588352828,0.003717691596,0.6444955095,0.01593800403,0.116150796,1
0.003901403388,0.007997704017,0.03935041785,0.03738840834,0.06659267672,0.003752665178,0.688693365,0.01323453701,0.2324467439,1
0.005738319785,0.01155880315,0.04835947118,0.07840193481,0.1291858737,0.003270029749,0.5964543621,0.0375657402,0.1626691751,1
0.01377322138,0.02935252406,0.03587323937,0.05789517158,0.2049565858,0.003158114287,0.5887677785,0.01864147105,0.1394099856,1
0.008263574572,0.01155880315,0.03271216802,0.3027700502,0.1511483989,0.003654739149,0.671398552,0.01864147105,0.1859283647,1
0.005967888402,0.01778660547,0.0371376679,0.07237053386,0.1401671363,0.003476373882,0.6425738636,0.04297267425,0.1859283647,1
0.01055926074,0.0222350357,0.05136248896,0.3148328521,0.1456577676,0.003728183671,0.6425738636,0.06730387744,0.2557059335,1
0.03879620063,0.05248436125,0.05721047095,0.5512637693,0.08086831813,0.004060432698,0.7290479288,0.03215880616,0.1626691751,1
0.008493143189,0.02579377988,0.03887625714,0.09770241785,0.2049565858,0.003280521824,0.5964543621,0.01864147105,0.2324467439,1
0.02594035808,0.06849871008,0.05468161388,0.1628415481,0.09184958076,0.003822612341,0.6944583027,0.01323453701,0.1626691751,1
0.009870554891,0.03735969848,0.04061484638,0.1194154613,0.1324802525,0.003256040316,0.5926110703,0.01864147105,0.2557059335,1
0.008034005955,0.01867629152,0.07301582768,0.08202077538,0.2324097424,0.003609273492,0.6656336143,0.08082121255,0.2557059335,1
0.01836459372,0.03291126825,0.0594232209,0.3003574898,0.1193027373,0.003497358031,0.6444955095,0.03486227318,0.278965123,1
0.006197457019,0.0124484892,0.05057222113,0.4040975861,0.1083214747,0.002755918097,0.4600175035,0.007827602961,0.2324467439,1
0.007115731487,0.01600723338,0.05689436382,0.1483661858,0.1116158535,0.00347987124,0.6387393097,0.05385389038,0.2324467439,1
0.02318553468,0.1227695589,0.0439339713,0.3256893738,0.1324802525,0.003514844822,0.6348961109,0.02141459519,0.2091875543,1
0.02157855436,0.07650588449,0.04583061411,0.3992724654,0.1390690101,0.00351834218,0.6502689062,0.08899646016,0.2324467439,1
0.04223972989,0.1672538612,0.05642020312,0.1061463792,0.1335783787,0.003448395016,0.631052912,0.02682114439,0.2324467439,1
0.01400279,0.03291126825,0.05420745317,0.1423347849,0.2422928787,0.003270029749,0.598385722,0.03222769358,0.3022243126,1
0.03053173042,0.10675521,0.06479704218,0.1577400559,0.2082509646,0.004186337592,0.76940807,0.2241601901,0.2324467439,1
0.005738319785,0.01155880315,0.03492491796,0.1423347849,0.1313821262,0.003332982196,0.6156801167,0.02682114439,0.278965123,1
0.00688616287,0.01600723338,0.03729572147,0.2653753643,0.1204008636,0.003969501385,0.6752496986,0.02141459519,0.2557059335,1
0.009411417657,0.02668346593,0.03302827515,0.2171241567,0.3960305555,0.003549818403,0.6329745114,0.03222769358,0.3720018814,1
0.006197457019,0.01511754733,0.04930779259,0.02773816682,0.197269702,0.003721188954,0.6714064998,0.01060149679,0.2324467439,1
0.009870554891,0.02401440779,0.03476686439,0.2822632869,0.1412652626,0.002553071322,0.4485009675,0.01871132059,0.3022243126,1
0.00918184904,0.01689691942,0.03856015001,0.1206217415,0.1324802525,0.003854088565,0.679163899,0.05385389038,0.2557059335,1
0.005738319785,0.0106691171,0.02828666813,0.0422135291,0.1225971161,0.003581294627,0.6138439743,0.01330477139,0.1394099856,1
0.005049613934,0.00711037292,0.04551493611,0.04341980929,0.07647581308,0.003298008615,0.6119228,0.01600804599,0.1859283647,1
0.008034005955,0.01689769553,0.03903474277,0.04945121024,0.1632277878,0.003151119571,0.5792628376,0.01600804599,0.116150796,1
0.008952280423,0.01867706622,0.03445119138,0.1966173934,0.1258914949,0.003563807836,0.6599521564,0.01600804599,0.2557059335,1
0.01055926074,0.01155958347,0.05262734345,0.01446908473,0.3971286818,0.002920293931,0.5197064357,0.02682114439,0.278965123,1
0.01285494691,0.01689769553,0.0545239854,0.2231555576,0.1182046111,0.003539326329,0.6503462852,0.06196371417,0.2324467439,1
0.006427025636,0.01244926881,0.07048738852,0.06875169329,0.2093490909,0.003539326329,0.6522674594,0.07277681257,0.278965123,1
0.00918184904,0.02668423431,0.04472466863,0.1001149782,0.07098518177,0.003346971629,0.6292133683,0.01600804599,0.2324467439,1
0.01583933893,0.03202234637,0.05073070149,0.2147115963,0.08965332823,0.003378447853,0.6330557168,0.02682114439,0.2324467439,1
0.01285494691,0.02134612225,0.0629008207,0.4246043493,0.1412652626,0.002685970933,0.4409382911,0.007898222194,0.2557059335,1
0.005967888402,0.00889052744,0.05325955743,0.104940099,0.08965332823,0.003423913509,0.6215836522,0.03222769358,0.2557059335,1
0.024792515,0.1014178032,0.05436593191,0.2122990359,0.1291858737,0.003486865956,0.6273463377,0.01600804599,0.2091875543,1
0.02341510329,0.08896220835,0.06005585777,0.1712855094,0.130284,0.003329484838,0.6081373861,0.08899646016,0.2091875543,1
0.02708820117,0.1521298677,0.04756963157,0.149572466,0.1676202929,0.003392437285,0.6350299184,0.02411786979,0.2557059335,1
0.0045904767,0.01689769553,0.03587367284,0.1085589396,0.1522465252,0.003577797269,0.6350299184,0.01871132059,0.2324467439,1
0.1450864703,0.3870067984,0.1096846556,0.6694792279,0.1335783787,0.003567305194,0.6772896121,0.05115061578,0.2091875543,2
0.01997157404,0.04358825583,0.06226860672,0.1194154613,0.1775034292,0.00332598748,0.6196627571,0.04304079198,0.2091875543,2
0.03581180861,0.04180888515,0.06021391127,0.1025275386,0.1390690101,0.003242050884,0.6100582812,0.09710628396,0.2324467439,2
0.03190914212,0.09430032041,0.07728368886,0.1592227075,0.2203303535,0.00367222594,0.6907358782,0.05115061578,0.2557059335,2
0.01882373095,0.04002951446,0.05989780427,0.03980096872,0.1994659545,0.003574299911,0.6753687169,0.07818336177,0.3022243126,2
0.05899823893,0.05782322133,0.07807395634,0.07840193481,0.1895828181,0.002644002635,0.4506239824,0.09440300936,0.2557059335,2
0.04017361233,0.01867706622,0.05436593191,0.1616352679,0.218134101,0.003028712035,0.5255388939,0.01600804599,0.3022243126,2
0.02043071127,0.05693353598,0.050256541,0.1145903405,0.2368022474,0.003567305194,0.6254254426,0.04304079198,0.3022243126,2
0.03512310276,0.03736045843,0.1335507335,0.2026487944,0.2884141818,0.003423913509,0.6023747006,0.05115061578,0.3022243126,2
0.0126253783,0.02579454896,0.07317429796,0.2870884077,0.3345354848,0.003619765567,0.6657642411,0.05926043957,0.4417794501,2
0.01905329957,0.02490486362,0.09182461052,0.1145903405,0.1247933686,0.003318992764,0.6042955957,0.7134528925,0.1859283647,2
0.01698718202,0.04180888515,0.05642062736,0.390828504,0.2389985,0.00321057466,0.5793239586,0.05115061578,0.3022243126,2
0.02456294638,0.06494070407,0.05357566442,0.04100724891,0.1225971161,0.003346971629,0.6119791764,0.03493096818,0.278965123,2
0.1269505496,0.1850482254,0.2198479425,0.06995797348,0.4750956464,0.003427410867,0.6139000716,0.06737026337,0.1859283647,2
0.1593197246,0.295369208,0.2418173785,0.2050613548,0.2302134899,0.003014722602,0.5505105311,0.06737026337,0.278965123,2
0.06496702297,0.03736045843,0.0924568245,0.1881734321,0.1072233484,0.00336445842,0.6023747006,0.08088663637,0.2091875543,2
0.1898523506,0.2971485787,0.5278942067,0.07719565462,0.7562159697,0.003490363314,0.6311881281,0.7161561671,0.2557059335,2
0.04315800436,0.04358825583,0.1008336598,0.1507787462,0.1796996818,0.003305003331,0.6215836522,0.1268423045,0.2091875543,2
0.03167957351,0.04358825583,0.06511356965,0.1519850264,0.1039289696,0.002895812424,0.4948045713,0.02952441899,0.116150796,2
0.01055926074,0.02134612225,0.08787327311,0.3546400983,0.2741385404,0.003486865956,0.5908493296,0.05655716497,0.7473376745,2
0.01698718202,0.01244926881,0.06653605112,0.07116425367,0.5398850959,0.002416674353,0.4045224984,0.02952441899,0.1626691751,2
0.0167576134,0.01778738087,0.05689478785,0.03859468853,0.3718717777,0.005613259729,1,0.02682114439,0.3487426918,2
0.07001753254,0.2846929839,0.199617095,0.06151401215,0.2422928787,0.003892559505,0.9058415819,0.1214357553,0.1859283647,2
0.008952280423,0.02312549293,0.05057264799,0.04583236967,0.3740680303,0.003280521824,0.77096601,0.2322700139,0.1859283647,2
0.03994404372,0.04803668255,0.0463052036,0.5259318853,0.1994659545,0.003742173103,0.885483005,1,0.1859283647,2
0.1898523506,0.2971485787,0.5278942067,0.07719565462,0.7562159697,0.003567305194,0.8371313849,0.7422404022,0.2557059335,2
0.06496702297,0.03736045843,0.0924568245,0.1881734321,0.1072233484,0.00336445842,0.7989590532,0.08383273407,0.2091875543,2
0.02088984851,0.01867706622,0.0376122613,0.49215604,0.1236952424,0.003892559505,0.9185656925,0.1650830421,0.278965123,2
0.04315800436,0.04358825583,0.1005175528,0.1507787462,0.1796996818,0.003305003331,0.8244072744,0.131462225,0.2091875543,2
0.007574868721,0.01511832484,0.135289322,0.1580164273,0.2269191111,0.002983246378,0.7073454573,0.1146518164,0.1626691751,2
0.02134898574,0.05604385064,0.0545239854,0.0916710169,0.134676505,0.003367955778,0.8116831638,0.02499630415,0.1394099856,2
0.01032969213,0.004442100722,0.04535688262,0.03859468853,0.1478540202,0.003577797269,0.8676692502,0.0418067127,0.2091875543,2
0.0518816118,0.05782545798,0.1702191447,0.2484874416,0.3345354848,0.003374950494,0.7455177889,0.1678847768,0.2091875543,2
0.02272639744,0.04003179335,0.1234353098,0.05186377063,0.1775034292,0.003130135422,0.7404281447,0.01659109988,0.3022243126,2
0.01124796659,0.01512066287,0.08518636367,0.03497584796,0.1412652626,0.003193087869,0.7556970774,0.03059977367,0.1394099856,2
0.01652804478,0.0186793958,0.07601926089,0.09770241785,0.09843833833,0.003430908225,0.8498554955,0.05021191697,0.1626691751,2
0.01078882936,0.01245161318,0.06748437209,0.07478309424,0.1149102323,0.0032490456,0.7811452985,0.03900497794,0.1394099856,2
0.024792515,0.06850165675,0.0629008207,0.1025275386,0.3114748333,0.003679220656,0.8956622935,0.0418067127,0.3254835022,2
0.01377322138,0.02935559457,0.05531425288,0.2907072483,0.2598628989,0.004014967041,0.9643724904,0.06422059077,0.3487426918,2
0.03213871074,0.04803894243,0.06953906755,0.390828504,0.1028308434,0.003161611646,0.7429729668,0.04460844746,0.2324467439,2
0.1303940788,0.08807468784,0.1367118035,0.3088014511,0.2005640808,0.00359528406,0.8880278271,0.3668079446,0.2091875543,2
0.02318553468,0.04625957597,0.06827463958,0.124240582,0.1610315353,0.003301505973,0.8116831638,0.06141885601,0.2324467439,2
0.03925533787,0.04359052627,0.05262734345,0.09890869804,0.1149102323,0.003231558809,0.8015038754,0.08383273407,0.2324467439,2
0.02846561287,0.05693577475,0.05057264799,0.5054251221,0.1017327171,0.003291013898,0.7989590532,0.03059977367,0.2324467439,2
0.02249682883,0.05426672505,0.07349040495,0.1604289877,0.176405303,0.00367222594,0.9032967598,0.06141885601,0.2324467439,2
0.06519659159,0.5160123221,0.08739911262,0.02170676587,0.2049565858,0.003528834254,0.8803933608,0.09223793835,0.2091875543,2
0.03925533787,0.01512066287,0.05800116232,0.17490435,0.1796996818,0.003042701467,0.6869868804,0.01659109988,0.3022243126,2
0.01767588787,0.04536989274,0.05246928995,0.1085589396,0.2719422878,0.003497358031,0.8498554955,0.02219456939,0.278965123,2
0.02180812297,0.04981830889,0.09593400142,0.08563961595,0.3180635909,0.00359528406,0.8905726492,0.04741018222,0.2091875543,2
0.03741878893,0.04092147658,0.136237643,0.200236234,0.4377593535,0.003427410867,0.7913245869,0.05581538649,0.4417794501,2
0.03397525968,0.08006753876,0.1118974045,0.2460748812,0.2071528383,0.00340292936,0.8091383417,0.9663791829,0.2091875543,2
0.02915431872,0.06316355736,0.06242666021,0.4294294701,0.2719422878,0.002948272797,0.6920765246,0.03620324318,0.2557059335,2
0.024792515,0.06672229029,0.04930822002,0.04100724891,0.1544427777,0.003315495405,0.8015038754,0.03620324318,0.278965123,2
0.02961345595,0.03558337719,0.1229611493,0.09770241785,0.4015211868,0.003472876523,0.8345865628,0.0754275298,0.1626691751,2
0.01354365276,0.02223812872,0.05847532281,0.06995797348,0.1291858737,0.003060188258,0.7124351015,0.02499630415,0.2557059335,2
0.04430584744,0.08095722199,0.1106329766,0.1736980698,0.2455872575,0.002983246378,0.7175247457,0.08103099931,0.278965123,2
0.0828733751,0.06761197352,0.08660884514,0.2533125624,0.1983678282,0.003336479555,0.8294969186,0.09223793835,0.2091875543,2
0.1606971363,0.1565802967,0.2116291607,0.06392657253,0.109419601,0.003423913509,0.7913245869,0.9215514268,0.8604448625,2
0.06198263095,0.05159767536,0.136237643,0.2147115963,0.1566390303,0.003263035033,0.8294969186,0.1034448774,0.2557059335,2
0.2008716442,0.4706384773,0.1539396345,0.1507787462,0.1028308434,0.002906304499,0.6640834814,0.03900497794,0.116150796,2
0.02548122085,0.04270084304,0.07222597698,0.07840193481,0.2236247323,0.003343474271,0.7582418995,0.03900497794,0.116150796,2
0.03902576925,0.0471492592,0.1209064538,0.3703217408,0.2620591515,0.003448395016,0.7913245869,0.1146518164,0.1626691751,2
0.01652804478,0.01512066287,0.08170918676,0.03135700739,0.159933409,0.002997235811,0.7175247457,0.02779803891,0.2324467439,2
0.0126253783,0.01156192995,0.05910753679,0.07478309424,0.6485995959,0.002416674353,0.5215734432,0.03059977367,0.1859283647,2
0.01606890755,0.0160103461,0.05515619939,0.03738840834,0.4586237525,0.003721188954,0.8931174713,0.02779803891,0.3254835022,2
0.01170710383,0.02401749518,0.1806506754,0.06030773196,0.1840921868,0.002811875828,0.6360904382,0.07822926456,0.116150796,2
0.02272639744,0.01245161318,0.134973215,0.06392657253,0.2291153636,0.003812120267,0.8574899618,0.1062466121,0.1859283647,2
0.06473745435,0.2793565826,0.06448135567,0.04462608948,0.6442070909,0.003235056167,0.7811452985,0.2267212067,0.3952610709,2
0.07460890488,0.1085374022,0.1107910301,0.7346183582,0.2939048131,0.003763157252,0.8803933608,0.8543097926,0.1859283647,2
0.04040318095,0.04536989274,0.08487025668,0.155603867,0.1873865656,0.002958764871,0.6742627698,0.01659109988,0.2324467439,2
0.1606971363,0.1565802967,0.2116291607,0.06392657253,0.109419601,0.003423913509,0.7913245869,0.9215514268,0.8604448625,2
0.01997157404,0.02401749518,0.07538704691,0.03738840834,0.3070823282,0.003228061451,0.7964142311,0.07262579504,0.1859283647,2
0.0828733751,0.06761197352,0.08660884514,0.2533125624,0.1983678282,0.003336479555,0.8294969186,0.09223793835,0.2091875543,2
0.03466396553,0.04892862566,0.05231123645,1,0.2093490909,0.003979993459,0.9185656925,0.1258587554,0.3720018814,2
0.01974200542,0.01778971256,0.05373371792,0.05127572152,0.1544427777,0.002888817708,0.702255813,0.02779803891,0.1394099856,2
0.06198263095,0.05159767536,0.136237643,0.2281999789,0.2137415959,0.003263035033,0.8294969186,0.09223793835,0.2324467439,2
0.01147753521,0.02668654488,0.1254900052,0.1769175854,0.2609610252,0.003011225244,0.6997109909,0.1622813073,0.2324467439,2
0.03466396553,0.02668654488,0.06195249973,0.1307634313,0.2730404141,0.00336445842,0.7913245869,0.03059977367,0.2091875543,2
0.01629847617,0.03647306042,0.05752700183,0.07691691824,0.1017327171,0.003427410867,0.8116831638,0.01098763036,0.1859283647,2
0.1772260767,0.261562918,0.3818527761,0.14101991,0.6925246464,0.003448395016,0.7786004764,0.4312478441,0.6743713459,2
0.01560977032,0.0471492592,0.07696758187,0.1038401748,0.1720127979,0.003140627497,0.7658763658,0.01098763036,0.2324467439,2
0.02111941712,0.02757622811,0.07333235146,0.1115325338,0.08965332823,0.003427410867,0.8244072744,0.05581538649,0.1859283647,2
0.01997157404,0.05337704182,0.06748437209,0.07691691824,0.2115453434,0.003703702163,0.885483005,0.04460844746,0.278965123,2
0.01629847617,0.03469369396,0.05594646687,0.2846106116,0.2763347929,0.003979993459,0.9694621347,0.03900497794,0.3952610709,2
0.0424692985,0.05871514121,0.07870617033,0.4320474927,0.09734021207,0.003140627497,0.7429729668,0.05301365173,0.2557059335,2
0.03282741659,0.03469369396,0.1975623995,0.1166607731,0.1368727575,0.003353966345,0.8065935196,0.02499630415,0.2557059335,2
1,1,0.4340104299,0.3717906805,0.3641848939,0.003633755,0.8676692502,0.5040929478,0.3254835022,2
0.6894958731,0.4793131072,0.1014658738,0.4858940059,0.176405303,0.003497358031,0.885483005,0.4592651917,0.1859283647,2
0.1552461252,0.09731384471,0.06511356965,0.1153787133,0.1533446515,0.003353966345,0.7989590532,0.08103099931,0.2091875543,2
0.2450487894,0.08758137943,0.05120486198,0.07819897807,0.1269896212,0.003343474271,0.8371313849,0.09503967311,0.2324467439,2
0.3272410583,0.2578995219,0.1580490254,0.1320454912,0.3564980101,0.003329484838,0.8422210291,0.235126411,0.2324467439,2
0.0806642516,0.02675347139,0.06558773014,0.02050628546,0.159933409,0.003399432002,0.8524003176,0.09223793835,0.1859283647,2
0.5053243076,0.1459761711,0.1700610912,0.1666611067,0.694720899,0.002804881111,0.679352414,0.2295229415,0.4185202605,2
0.1567682043,0.03405282035,0.05800116232,0.1974305428,0.1522465252,0.00301821996,0.7048006351,0.03059977367,0.3254835022,2
0.1339370185,0.1192118916,0.05420787841,0.1230710723,0.2752366666,0.003567305194,0.8244072744,0.02779803891,0.278965123,2
0.4353086711,0.2578995219,0.133708787,0.1897381838,0.1731109242,0.003266532391,0.7506074331,0.07822926456,0.6976305355,2
0.1689448367,0.1776066833,0.07380651194,0.4192268944,0.2214284798,0.003437902942,0.8269520965,0.7142230547,0.2324467439,2
0.1065395955,0.09488072839,0.05784310882,0.05512190103,0.1445596414,0.003063685617,0.7149799236,0.03340150843,0.2557059335,2
0.5433762839,0.1800397996,0.0673263186,0.1602508076,0.2554703939,0.003497358031,0.8600347839,0.4816790697,0.1859283647,2
0.9208518892,0.3771222217,0.1800184614,0.08204515758,0.6716602475,0.003284019182,0.7811452985,0.9131462225,0.7906672938,2
0.5388100467,0.2530332893,0.1654775398,0.3397391846,0.2346059949,0.003353966345,0.8422210291,0.1342639597,0.2324467439,2
0.1293707813,0.04621840196,0.06906490706,0.1115325338,0.08635894944,0.002951770155,0.6717179477,0.01659109988,0.116150796,2
0.3455060069,0.2554664056,0.1147423675,0.1384557904,0.130284,0.00332598748,0.8091383417,0.07262579504,0.116150796,2
0.07457593538,0.08028203046,0.1332346265,0.3358930051,0.2697460353,0.003486865956,0.8065935196,0.1286604902,0.1626691751,2
0.1887318644,0.038919053,0.1169551164,0.09101957643,1,0.002633510561,0.5902836402,0.06141885601,0.1859283647,2
0.1065395955,0.05351775093,0.05278539694,0.03204482399,0.3839082965,0.003742173103,0.8600347839,0.02219456939,0.3254835022,2
0.03956811715,0.02432035507,0.1324443591,0.0576860207,0.2124740833,0.00294127808,0.6640834814,0.07262579504,0.1859283647,2
0.1400253347,0.3479248258,0.08913770108,0.1012760551,0.3370317538,0.003756162536,0.9134760482,0.1090483469,0.1394099856,2
0.06544346106,0.07541579782,0.05294345044,0.07435279857,0.4214095306,0.003336479555,0.77096601,0.1202552859,0.1859283647,2
1,0.3576572911,0.2141580166,0.08460927725,0.9116042338,0.003284019182,0.7811452985,0.9131462225,0.9069632417,2
0.8181803185,0.3284598953,0.06874880006,0.282046492,0.2111347535,0.003420416151,0.8193176301,0.2491350848,0.2324467439,2
0.1966107096,0.04865151828,0.05136291548,0.03717306333,0.1749728492,0.002930786006,0.6818972362,0.01939283463,0.2091875543,2
0.7484123012,0.2530332893,0.1654775398,0.3397391846,0.2861372218,0.003353966345,0.8422210291,0.1342639597,0.2324467439,2
0.07398813373,0.04865151828,0.2106808397,0.2474308764,0.3129238176,0.003277024465,0.7506074331,0.1650830421,0.1394099856,2
0.2325518095,0.06325021621,0.05373371792,0.2025587821,0.4843580307,0.003535828971,0.8294969186,0.06982406028,0.2091875543,2
0.1839256156,0.09731384471,0.06843269307,0.1012760551,0.1347929555,0.0034414003,0.8091383417,0.01659109988,0.1626691751,2
0.1289568746,0.0510846346,0.08218334725,0.04358336251,0.1655975406,0.003004230528,0.7149799236,0.03620324318,0.2091875543,2
0.2452369035,0.08271514678,0.07475483292,0.1128145936,0.1227389874,0.003413421434,0.8218624522,0.05021191697,0.1626691751,2
0.2156383507,0.1021800774,0.1752768565,0.1307634313,0.2874765516,0.003420416151,0.816772808,0.0418067127,0.1859283647,2
0.2029532567,0.1167787753,0.1084202276,0.07691691824,0.2084560939,0.003703702163,0.8803933608,0.05301365173,0.278965123,2
0.205067439,0.1265112406,0.08281556123,0.1910202436,0.137471615,0.00332598748,0.8269520965,0.01378936512,0.2324467439,2
1,1,0.07886422382,0.02819864448,0.195062796,0.003514844822,0.8345865628,0.5853432558,0.1626691751,3
0.082218619,0.085204184,0.04425050814,0.02948070431,0.4682860733,0.00301821996,0.7607867216,0.03900497794,0.3254835022,3
0.07426097697,0.06247633764,0.04156359871,0.01024980678,0.3705149986,0.002671981501,0.6539041929,0.01939283463,0.3487426918,3
0.05304059822,0.085204184,0.04093138472,0.01409598629,0.2258673812,0.003497358031,0.8778485387,0.1034448774,0.1859283647,3
0.1113966398,0.1477057615,0.04725352457,0.02307040514,0.2392606791,0.003119643347,0.7760556543,0.03340150843,0.278965123,3
0.082218619,0.04543045287,0.05784310882,0.01537804612,0.2580112962,0.002867833559,0.6589938372,0.01939283463,0.2557059335,3
0.2970749539,0.2727089165,0.1226450423,0.05383984119,0.335692424,0.003385442569,0.839676207,0.06982406028,0.2091875543,3
0.2997275012,0.3295285324,0.06163639273,0.07948103791,0.2406000089,0.003416918793,0.8320417407,0.0418067127,0.2324467439,3
0.5649822356,0.2783908781,0.0967242689,0.02819864448,0.2178314025,0.003969501385,0.9363794472,0.09784140786,0.2324467439,3
0.1087440924,0.07384026082,0.05657868085,0.04101924284,0.1160423384,0.003318992764,0.7913245869,0.02499630415,0.2324467439,3
0.2387189123,0.2613449933,1,0.04742954202,0.2245280514,0.003388939927,0.8269520965,0.02779803891,0.2324467439,3
0.09282880838,0.2670269549,0.08697697344,0.04742954202,0.2352426897,0.0032490456,0.7887797648,0.01378936512,0.2324467439,3
0.1644475867,0.1192959535,0.1615845714,0.02050628546,0.1977414556,0.003686215372,0.8982071156,0.04741018222,0.1626691751,3
0.1193542818,0.09088614559,0.1906915715,0.01153186661,0.2178314025,0.003553315762,0.8702140723,0.1258587554,0.1859283647,3
0.1326170185,0.1363418383,0.1170876632,0.02435246497,0.1722941896,0.003430908225,0.8345865628,0.06982406028,0.2557059335,3
0.1644475867,0.1533877231,0.1431835944,0.06025014037,0.4910546797,0.003357463704,0.8142279859,0.08663446883,0.2091875543,3
0.1538373973,0.085204184,0.1418453415,0.08717339692,0.1321142959,0.003553315762,0.8345865628,0.09223793835,0.1626691751,3
0.04773550353,0.03406652969,0.113742031,0.03845512317,0.2740832537,0.003196585227,0.748062611,0.01659109988,0.1859283647,3
0.2466765543,0.3124826476,0.1267899966,0.3564059624,0.2124740833,0.003563807836,0.8091383417,0.03900497794,0.3022243126,3
